
Number of variables: n = 8
GF extension exponent: l = 4
Polynomials' degree: b = 1
Total number of polynomials in file: 16
Bent functions type: PS-
Number of polynomials needed for a single function: t = 8

Function: AA55F00F33335AA5CC3366990F0F6969C3C33CC3A5A599999669555500FF0000 nl: 120 deg: 4 2-Rank: 30 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 
Function: 6857928F93354EC5D0B3A2B92D1B7839674334ABED0599C58F61545B03ED0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_10(X) = X + 9 
Function: E856D28EB3345EC4D8B2A6B82F1A793867C234EAED2499D48F68545E03EE0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_2(X) = X + 1 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_10(X) = X + 9 
Function: CA53728DB12756659C93C6392E1D7171A5C328EB69A588DD9F09550F03F30000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_10(X) = X + 9 
Function: 6A53B28D93274E6594B3C2B92C1F7079E54338AB6D8589CD9F41551B03F50000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_3(X) = X + 2 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_10(X) = X + 9 
Function: EA52F28CB3265E649CB2C6B82E1E7178E5C238EA6DA489DC9F48551E03F60000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_2(X) = X + 1 	p_3(X) = X + 2 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_10(X) = X + 9 
Function: 4A57328F913746E5D493E2392D1D7871A7432CABE98598CD9F21554B03F90000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_10(X) = X + 9 
Function: CA56728EB13656E4DC92E6382F1C7970A7C22CEAE9A498DC9F28554E03FA0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_2(X) = X + 1 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_10(X) = X + 9 
Function: 6A56B28E93364EE4D4B2E2B82D1E7878E7423CAAED8499CC9F60555A03FC0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_3(X) = X + 2 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_10(X) = X + 9 
Function: B255E04F3B135AA3CC2767910B2FC969C38B3EC1A4B55999B46915D5047F0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_11(X) = X + 10 
Function: BA45F04B3A331AA74C3765990F27E949C3C93E4385B5D199B26945D504BF0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_8(X) = X + 7 	p_11(X) = X + 10 
Function: BA15F0472B3358A7CC356789072FA969C2CB1EC3A5B1D919366951D504DF0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_11(X) = X + 10 
Function: B855D04F3B315A87C83727990F2BE92943CB36C3A535D991A66954D504EF0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_11(X) = X + 10 
Function: BA51F04D3B235A278C3747990E2FE169C1CB3AC325B5C999B649559504F70000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_3(X) = X + 2 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_11(X) = X + 10 
Function: 9A55704F393352A7CC1767190F2DE96183CB2EC3A1B5D899B62955C504FB0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_11(X) = X + 10 
Function: 3A55B04F1B334AA7C43763990D2FE869C34B3E83A595D989B66155D104FD0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_11(X) = X + 10 
Function: BA54F04E3B325AA6CC3667980F2EE968C3CA3EC2A5B4D998B66855D404FE0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_2(X) = X + 1 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_11(X) = X + 10 
Function: B247E24B3A171EA34CA7E5910B37D949E3893E61C4B551D9B86905DD053F0000 nl: 120 deg: 4 2-Rank: 40 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: B217E2472B175CA3CCA5E781033F9969E28B1EE1E4B159593C6911DD055F0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_7(X) = X + 6 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: B057C24F3B155E83C8A7A7910B3BD929638B36E1E43559D1AC6914DD056F0000 nl: 120 deg: 4 2-Rank: 36 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: B253E24D3B075E238CA7C7910A3FD169E18B3AE164B549D9BC49159D05770000 nl: 120 deg: 4 2-Rank: 40 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_3(X) = X + 2 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: 9257624F391756A3CC87E7110B3DD961A38B2EE1E0B558D9BC2915CD057B0000 nl: 120 deg: 4 2-Rank: 36 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: 3257A24F1B174EA3C4A7E391093FD869E30B3EA1E49559C9BC6115D9057D0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: B256E24E3B165EA2CCA6E7900B3ED968E38A3EE0E4B459D8BC6815DC057E0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_2(X) = X + 1 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: BA07F2432A371CA74CB5E5890737B949E2C91E63C5B1D1593A6941DD059F0000 nl: 120 deg: 4 2-Rank: 36 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: B847D24B3A351E8748B7A5990F33F90963C93663C535D1D1AA6944DD05AF0000 nl: 120 deg: 4 2-Rank: 40 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_6(X) = X + 5 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: BA43F2493A271E270CB7C5990E37F149E1C93A6345B5C1D9BA49459D05B70000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_3(X) = X + 2 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: 9A47724B383716A74C97E5190F35F941A3C92E63C1B5D0D9BA2945CD05BB0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: 3A47B24B1A370EA744B7E1990D37F849E3493E23C595D1C9BA6145D905BD0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: BA46F24A3A361EA64CB6E5980F36F948E3C83E62C5B4D1D8BA6845DC05BE0000 nl: 120 deg: 4 2-Rank: 36 Polynomials list:	p_2(X) = X + 1 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: B817D2472B355C87C8B5A789073BB92962CB16E3E531D9512E6950DD05CF0000 nl: 120 deg: 4 2-Rank: 40 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: BA13F2452B275C278CB5C789063FB169E0CB1AE365B1C9593E49519D05D70000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_3(X) = X + 2 	p_5(X) = X + 4 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: 9A177247293754A7CC95E709073DB961A2CB0EE3E1B1D8593E2951CD05DB0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: 3A17B2470B374CA7C4B5E389053FB869E24B1EA3E591D9493E6151D905DD0000 nl: 120 deg: 4 2-Rank: 40 Polynomials list:	p_1(X) = X 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: BA16F2462B365CA6CCB4E788073EB968E2CA1EE2E5B0D9583E6851DC05DE0000 nl: 120 deg: 4 2-Rank: 36 Polynomials list:	p_2(X) = X + 1 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_5(X) = X + 4 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: B853D24D3B255E0788B787990E3BF12961CB32E36535C9D1AE49549D05E70000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_3(X) = X + 2 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: 9857524F39355687C897A7190F39F92123CB26E3E135D8D1AE2954CD05EB0000 nl: 120 deg: 4 2-Rank: 36 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_4(X) = X + 3 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: 3857924F1B354E87C0B7A3990D3BF829634B36A3E515D9C1AE6154D905ED0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: B856D24E3B345E86C8B6A7980F3AF92863CA36E2E534D9D0AE6854DC05EE0000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_2(X) = X + 1 	p_3(X) = X + 2 	p_4(X) = X + 3 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: 9A53724D392756278C97C7190E3DF161A1CB2AE361B5C8D9BE09558D05F30000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_2(X) = X + 1 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_11(X) = X + 10 
Function: 3A53B24D1B274E2784B7C3990C3FF069E14B3AA36595C9C9BE41559905F50000 nl: 120 deg: 4 2-Rank: 42 Polynomials list:	p_1(X) = X 	p_3(X) = X + 2 	p_5(X) = X + 4 	p_6(X) = X + 5 	p_7(X) = X + 6 	p_8(X) = X + 7 	p_9(X) = X + 8 	p_11(X) = X + 10 
